price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,house_age,renovated_bool,log_price,log_sqft_living,log_sqft_above,log_sqft_basement,log_sqft_lot,log_sqft_lot15,log_sqft_living15,living_lot_ratio,sale_month,grade_level,condition_level,house_age_c,house_age_c_sq
1278000.0,4,4.0,4390,17832.0,1.0,0,0,4,11,2430,1960,3090,12369,20,0,14.0608,8.3873,7.7961,7.5812,9.7888,9.423,8.0362,0.246,7,High,Good,-23.32,543.82
303000.0,3,2.5,1560,4100.0,2.0,0,0,3,7,1560,0,1660,4400,30,0,12.6215,7.3531,7.3531,0.0,8.319,8.3896,7.4152,0.38,2,Mid,Average,-13.32,177.42
420000.0,7,3.0,2940,8624.0,1.0,0,0,3,8,1690,1250,1850,8031,38,0,12.948,7.9865,7.4331,7.1317,9.0624,8.9912,7.5235,0.341,1,Mid,Average,-5.32,28.3
400000.0,3,1.0,1130,4100.0,1.0,0,0,3,7,990,140,1800,4100,73,0,12.8992,7.0309,6.8987,4.9488,8.319,8.319,7.4961,0.276,11,Mid,Average,29.68,880.9
225000.0,3,1.0,1020,8437.0,1.0,0,0,5,6,1020,0,1420,8500,28,0,12.3239,6.9285,6.9285,0.0,9.0405,9.0479,7.2591,0.121,2,Low,Good,-15.32,234.7
219000.0,2,2.0,1310,2550.0,2.0,0,0,3,6,1310,0,1310,2550,10,0,12.2968,7.1785,7.1785,0.0,7.8442,7.8442,7.1785,0.514,9,Low,Average,-33.32,1110.22
605000.0,3,2.5,2570,9487.0,2.0,0,3,3,9,2570,0,2490,9898,25,0,13.313,7.8521,7.8521,0.0,9.1578,9.2002,7.8204,0.271,12,Mid,Average,-18.32,335.62
625000.0,4,2.0,2020,6867.0,1.0,0,0,5,8,1010,1010,1250,6842,72,0,13.3455,7.6113,6.9187,6.9187,8.8346,8.831,7.1317,0.294,10,Mid,Good,28.68,822.54
380000.0,5,2.0,1680,3240.0,1.0,0,0,3,5,840,840,1380,1260,109,0,12.8479,7.4271,6.7346,6.7346,8.0836,7.1397,7.2306,0.519,2,Low,Average,65.68,4313.86
620000.0,4,2.0,1770,7700.0,1.5,0,0,4,7,1770,0,1710,7700,53,0,13.3375,7.4793,7.4793,0.0,8.9491,8.9491,7.4448,0.23,4,Mid,Good,9.68,93.7
687500.0,4,2.75,3190,10970.0,2.0,0,0,3,10,3190,0,2850,8416,20,0,13.4408,8.0681,8.0681,0.0,9.303,9.038,7.9554,0.291,6,High,Average,-23.32,543.82
225500.0,3,2.0,1440,7950.0,1.0,0,0,5,6,1440,0,1530,20037,52,0,12.3261,7.2731,7.2731,0.0,8.9811,9.9054,7.3337,0.181,7,Low,Good,8.68,75.34
252500.0,3,2.0,1150,6000.0,1.0,0,0,5,7,1150,0,1980,6360,58,0,12.4392,7.0484,7.0484,0.0,8.6997,8.7579,7.5914,0.192,12,Mid,Good,14.68,215.5
510000.0,3,2.5,1860,3658.0,2.0,0,0,3,8,1860,0,1840,3739,20,0,13.1422,7.5289,7.5289,0.0,8.2049,8.2268,7.5181,0.508,10,Mid,Average,-23.32,543.82
510000.0,4,2.5,2430,5203.0,2.0,0,0,3,8,2430,0,2260,7474,11,0,13.1422,7.7961,7.7961,0.0,8.5572,8.9193,7.7236,0.467,5,Mid,Average,-32.32,1044.58
725000.0,3,2.5,1940,4000.0,1.5,0,0,5,7,1940,0,1440,4000,108,0,13.4939,7.571,7.571,0.0,8.2943,8.2943,7.2731,0.485,8,Mid,Good,64.68,4183.5
75000.0,1,1.0,670,43377.0,1.0,0,0,3,3,670,0,1160,42882,49,0,11.2253,6.5088,6.5088,0.0,10.6777,10.6662,7.057,0.015,2,Low,Average,5.68,32.26
492000.0,2,1.0,880,2970.0,1.0,0,0,3,7,880,0,1370,3060,88,0,13.1062,6.7811,6.7811,0.0,7.9967,8.0265,7.2233,0.296,3,Mid,Average,44.68,1996.3
425000.0,4,2.0,1930,17048.5,1.0,0,0,4,7,1330,600,1470,12852,38,0,12.9598,7.5658,7.1937,6.3986,9.7439,9.4613,7.2937,0.113,3,Mid,Good,-5.32,28.3
1955000.0,4,2.75,3120,7898.0,1.0,1,4,4,8,1560,1560,2630,13868,52,0,14.4859,8.0459,7.3531,7.3531,8.9745,9.5374,7.8751,0.395,4,Mid,Good,8.68,75.34
298900.0,3,2.5,1830,6162.0,2.0,0,0,3,8,1830,0,1860,7017,21,0,12.6079,7.5126,7.5126,0.0,8.7263,8.8562,7.5289,0.297,3,Mid,Average,-22.32,498.18
699000.0,4,2.5,3230,40319.0,2.0,0,0,4,10,3230,0,2990,40234,28,0,13.4574,8.0805,8.0805,0.0,10.6046,10.6025,8.0034,0.08,4,High,Good,-15.32,234.7
310000.0,2,1.0,700,3000.0,1.0,0,0,4,6,700,0,1560,4500,96,0,12.6443,6.5525,6.5525,0.0,8.0067,8.4121,7.3531,0.233,7,Low,Good,52.68,2775.18
350000.0,3,1.75,1010,8580.0,1.0,0,0,3,7,1010,0,1500,8580,53,0,12.7657,6.9187,6.9187,0.0,9.0573,9.0573,7.3139,0.118,12,Mid,Average,9.68,93.7
790000.0,4,1.75,2460,10061.0,1.0,1,4,3,7,1410,1050,2300,10061,53,0,13.5798,7.8083,7.2521,6.9575,9.2165,9.2165,7.7411,0.245,12,Mid,Average,9.68,93.7
305000.0,4,2.5,2230,5000.0,2.0,0,0,3,8,2230,0,2230,6137,11,0,12.6281,7.7102,7.7102,0.0,8.5174,8.7223,7.7102,0.446,7,Mid,Average,-32.32,1044.58
315000.0,3,2.5,1570,2865.0,2.0,0,0,3,7,1570,0,1610,2582,11,0,12.6603,7.3595,7.3595,0.0,7.9607,7.8567,7.3846,0.548,10,Mid,Average,-32.32,1044.58
267500.0,5,3.5,2390,6600.0,2.0,0,0,5,7,2390,0,1140,6600,37,0,12.4969,7.7795,7.7795,0.0,8.795,8.795,7.0397,0.362,8,Mid,Good,-6.32,39.94
1750000.0,4,3.25,3460,7749.0,2.0,0,1,3,10,3020,440,3030,8680,64,1,14.3751,8.1493,8.0133,6.089,8.9554,9.0689,8.0166,0.447,8,High,Average,20.68,427.66
435000.0,6,3.5,2400,8620.0,2.0,0,0,3,8,1640,760,1940,7350,27,0,12.9831,7.7836,7.4031,6.6346,9.062,8.9026,7.571,0.278,8,Mid,Average,-16.32,266.34
482500.0,6,4.5,2940,7500.0,1.5,0,0,4,8,2940,0,2010,7500,48,0,13.0867,7.9865,7.9865,0.0,8.9228,8.9228,7.6064,0.392,9,Mid,Good,4.68,21.9
5110800.0,5,5.25,8010,45517.0,2.0,1,4,3,12,5990,2020,3430,26788,15,0,15.4469,8.9886,8.698,7.6113,10.7259,10.1957,8.1406,0.176,10,High,Average,-28.32,802.02
439995.0,3,1.75,1570,8400.0,1.0,0,0,4,7,1570,0,1860,8639,55,0,12.9945,7.3595,7.3595,0.0,9.0361,9.0642,7.5289,0.187,8,Mid,Good,11.68,136.42
460000.0,3,3.0,1520,7500.0,1.0,0,0,3,7,1180,340,2080,8000,48,0,13.039,7.3271,7.0741,5.8319,8.9228,8.9873,7.6406,0.203,5,Mid,Average,4.68,21.9
194000.0,3,1.0,1070,6440.0,1.0,0,0,4,7,1070,0,1190,6532,43,0,12.1756,6.9763,6.9763,0.0,8.7704,8.7846,7.0825,0.166,7,Mid,Good,-0.32,0.1
290000.0,2,0.75,440,8313.0,1.0,1,3,4,5,440,0,880,26289,71,0,12.5776,6.089,6.089,0.0,9.0257,10.1769,6.7811,0.053,10,Low,Good,27.68,766.18
274700.0,4,2.0,2440,9600.0,1.0,0,0,5,7,1220,1220,1370,9600,51,0,12.5234,7.8002,7.1074,7.1074,9.1696,9.1696,7.2233,0.254,7,Mid,Good,7.68,58.98
900000.0,4,2.5,2660,3672.0,2.0,0,0,5,8,1800,860,1510,3825,105,0,13.7102,7.8865,7.4961,6.7581,8.2088,8.2496,7.3205,0.724,3,Mid,Good,61.68,3804.42
1150000.0,4,4.0,4460,103382.0,2.0,0,0,3,11,4460,0,3470,88519,13,0,13.9553,8.4031,8.4031,0.0,11.5462,11.391,8.1522,0.043,5,High,Average,-30.32,919.3
605000.0,3,2.5,2010,3667.0,2.0,0,0,3,9,2010,0,2350,3600,6,0,13.313,7.6064,7.6064,0.0,8.2074,8.189,7.7626,0.548,9,Mid,Average,-37.32,1392.78
359000.0,3,2.5,1450,3850.0,2.0,0,0,3,7,1450,0,1970,3748,11,0,12.7911,7.28,7.28,0.0,8.2561,8.2292,7.5863,0.377,3,Mid,Average,-32.32,1044.58
850000.0,3,1.75,1400,9900.0,1.0,0,0,3,7,1400,0,1810,10796,63,0,13.653,7.2449,7.2449,0.0,9.2004,9.287,7.5016,0.141,10,Mid,Average,19.68,387.3
505000.0,3,2.0,1500,2500.0,2.0,0,0,3,8,1500,0,1550,5000,12,0,13.1323,7.3139,7.3139,0.0,7.8244,8.5174,7.3467,0.6,8,Mid,Average,-31.32,980.94
565000.0,3,2.25,2500,7394.0,2.0,0,0,3,9,2500,0,2790,7642,24,0,13.2446,7.8244,7.8244,0.0,8.9086,8.9415,7.9342,0.338,7,Mid,Average,-19.32,373.26
585000.0,2,1.75,1280,7110.0,1.0,0,0,4,7,1000,280,1550,6835,60,0,13.2794,7.1554,6.9088,5.6384,8.8694,8.83,7.3467,0.18,4,Mid,Good,16.68,278.22
328000.0,4,3.25,3380,7500.0,2.0,0,3,3,7,2420,960,1920,7500,25,0,12.7008,8.1259,7.7919,6.868,8.9228,8.9228,7.5606,0.451,4,Mid,Average,-18.32,335.62
749950.0,4,2.75,2910,8165.0,1.0,0,0,3,9,2210,700,2420,26140,57,1,13.5278,7.9763,7.7012,6.5525,9.0077,10.1713,7.7919,0.356,7,Mid,Average,13.68,187.14
826000.0,4,2.5,3060,7140.0,2.0,0,0,3,9,3060,0,3240,6218,8,0,13.6244,8.0265,8.0265,0.0,8.8736,8.7354,8.0836,0.429,6,Mid,Average,-35.32,1247.5
535000.0,3,1.0,1330,40259.0,1.0,0,0,4,7,1330,0,1710,34787,37,0,13.19,7.1937,7.1937,0.0,10.6031,10.457,7.4448,0.033,9,Mid,Good,-6.32,39.94
925000.0,4,2.5,3300,101930.0,2.0,0,0,4,10,3300,0,2880,213879,23,0,13.7376,8.102,8.102,0.0,11.5321,12.2732,7.9659,0.032,8,High,Good,-20.32,412.9
875000.0,3,3.5,3250,5500.0,2.0,0,0,3,10,2500,750,1650,6000,13,0,13.682,8.0867,7.8244,6.6214,8.6127,8.6997,7.4091,0.591,6,High,Average,-30.32,919.3
902000.0,4,2.25,2530,9200.0,1.0,0,0,5,9,1570,960,3030,9400,38,0,13.7124,7.8364,7.3595,6.868,9.1271,9.1486,8.0166,0.275,5,Mid,Good,-5.32,28.3
423000.0,3,1.0,1830,13900.0,1.0,0,0,3,7,1830,0,1840,10667,63,0,12.9551,7.5126,7.5126,0.0,9.5397,9.275,7.5181,0.132,10,Mid,Average,19.68,387.3
235000.0,3,1.0,1170,11100.0,1.0,0,0,4,6,1170,0,2080,8481,46,0,12.3673,7.0656,7.0656,0.0,9.3148,9.0457,7.6406,0.105,6,Low,Good,2.68,7.18
545000.0,2,3.25,2930,14057.0,1.0,0,2,4,8,1680,1250,2234,61011,34,0,13.2085,7.9831,7.4271,7.1317,9.5509,11.0188,7.712,0.208,7,Mid,Good,-9.32,86.86
343000.0,2,1.0,1230,7560.0,1.0,0,0,3,7,1230,0,1270,7560,53,0,12.7455,7.1156,7.1156,0.0,8.9308,8.9308,7.1476,0.163,10,Mid,Average,9.68,93.7
334950.0,3,2.5,1620,2930.0,2.0,0,0,3,8,1620,0,1900,2943,13,0,12.7217,7.3908,7.3908,0.0,7.9831,7.9875,7.5501,0.553,3,Mid,Average,-30.32,919.3
405000.0,3,1.75,1760,5355.0,1.0,0,0,3,7,1160,600,1790,6225,58,0,12.9116,7.4736,7.057,6.3986,8.586,8.7365,7.4905,0.329,9,Mid,Average,14.68,215.5
220000.0,4,1.0,1440,8250.0,1.0,0,0,3,7,1440,0,1440,8466,55,0,12.3014,7.2731,7.2731,0.0,9.0181,9.0439,7.2731,0.175,12,Mid,Average,11.68,136.42
173000.0,2,1.0,1740,8100.0,1.0,0,0,3,6,1050,690,960,8100,67,0,12.0611,7.4622,6.9575,6.5381,8.9997,8.9997,6.868,0.215,10,Low,Average,23.68,560.74
655000.0,3,1.0,1270,3600.0,1.5,0,0,3,7,1270,0,1710,3600,108,0,13.3924,7.1476,7.1476,0.0,8.189,8.189,7.4448,0.353,11,Mid,Average,64.68,4183.5
406000.0,2,1.0,880,3000.0,1.0,0,0,3,6,880,0,890,3000,91,0,12.9141,6.7811,6.7811,0.0,8.0067,8.0067,6.7923,0.293,1,Low,Average,47.68,2273.38
632000.0,6,2.5,2560,8320.0,1.0,0,0,3,7,1370,1190,2360,7800,53,0,13.3566,7.8482,7.2233,7.0825,9.0265,8.962,7.7668,0.308,12,Mid,Average,9.68,93.7
357000.0,5,2.75,1540,4000.0,1.0,0,0,3,7,1140,400,1630,4000,24,0,12.7855,7.3402,7.0397,5.994,8.2943,8.2943,7.3969,0.385,11,Mid,Average,-19.32,373.26
361000.0,3,1.75,1150,17585.0,1.0,0,0,3,7,1150,0,1200,7500,50,0,12.7966,7.0484,7.0484,0.0,9.7749,8.9228,7.0909,0.065,12,Mid,Average,6.68,44.62
277000.0,2,1.0,770,8149.0,1.0,0,0,3,6,770,0,1160,8149,66,0,12.5318,6.6477,6.6477,0.0,9.0058,9.0058,7.057,0.094,7,Low,Average,22.68,514.38
630000.0,4,3.75,4610,40202.0,1.0,0,0,4,10,2500,2110,3050,41056,34,0,13.3535,8.4362,7.8244,7.6549,10.6017,10.6227,8.0232,0.115,6,High,Good,-9.32,86.86
254000.0,3,2.5,1850,4597.0,2.0,0,0,3,8,1850,0,2210,5000,11,0,12.4451,7.5235,7.5235,0.0,8.4334,8.5174,7.7012,0.402,5,Mid,Average,-32.32,1044.58
472800.0,3,2.25,1840,10358.0,1.0,0,0,3,8,1290,550,2110,8400,53,0,13.0664,7.5181,7.1632,6.3117,9.2456,9.0361,7.6549,0.178,11,Mid,Average,9.68,93.7
263000.0,3,1.75,1490,3800.0,1.0,0,0,3,6,700,790,2180,4000,101,0,12.4799,7.3072,6.5525,6.6733,8.243,8.2943,7.6875,0.392,9,Low,Average,57.68,3326.98
510000.0,3,1.75,1490,3800.0,1.0,0,0,3,6,700,790,2180,4000,102,0,13.1422,7.3072,6.5525,6.6733,8.243,8.2943,7.6875,0.392,5,Low,Average,58.68,3443.34
179950.0,3,1.0,960,10125.0,1.0,0,0,4,7,960,0,1250,9769,62,0,12.1004,6.868,6.868,0.0,9.2229,9.1871,7.1317,0.095,11,Mid,Good,18.68,348.94
525000.0,4,2.25,1580,7307.0,1.0,0,0,3,8,1160,420,2020,7458,41,0,13.1712,7.3658,7.057,6.0426,8.8967,8.9172,7.6113,0.216,12,Mid,Average,-2.32,5.38
479000.0,3,2.5,1260,889.0,3.0,0,0,3,8,1260,0,1340,1324,6,0,13.0795,7.1397,7.1397,0.0,6.7912,7.1892,7.2012,1.417,5,Mid,Average,-37.32,1392.78
651000.0,3,2.0,1940,6440.0,1.0,0,2,5,7,970,970,1730,4640,74,0,13.3863,7.571,6.8783,6.8783,8.7704,8.4427,7.4565,0.301,9,Mid,Good,30.68,941.26
949000.0,4,1.75,2490,7834.0,1.0,0,3,4,8,1240,1250,3210,7834,56,0,13.7632,7.8204,7.1237,7.1317,8.9664,8.9664,8.0743,0.318,9,Mid,Good,12.68,160.78
392400.0,5,2.5,2520,27951.0,1.5,0,0,3,7,1890,630,1830,14373,73,1,12.88,7.8324,7.5449,6.4473,10.2382,9.5732,7.5126,0.09,4,Mid,Average,29.68,880.9
585000.0,4,1.75,1760,5356.0,1.0,0,0,4,7,920,840,1680,5184,64,0,13.2794,7.4736,6.8255,6.7346,8.5862,8.5535,7.4271,0.329,11,Mid,Good,20.68,427.66
460000.0,4,2.5,4190,7504.0,2.0,0,0,3,7,4190,0,2480,6727,10,0,13.039,8.3407,8.3407,0.0,8.9233,8.814,7.8164,0.558,12,Mid,Average,-33.32,1110.22
470000.0,3,1.0,1170,4400.0,1.0,0,0,3,7,870,300,1240,4400,63,0,13.0605,7.0656,6.7696,5.7071,8.3896,8.3896,7.1237,0.266,8,Mid,Average,19.68,387.3
245000.0,3,2.5,1600,4271.0,2.0,0,0,3,7,1600,0,1520,3225,12,0,12.409,7.3784,7.3784,0.0,8.3598,8.079,7.3271,0.375,4,Mid,Average,-31.32,980.94
500000.0,4,2.0,2760,27631.0,2.0,0,0,4,8,1800,960,2490,13158,36,0,13.1224,7.9233,7.4961,6.868,10.2267,9.4849,7.8204,0.1,11,Mid,Good,-7.32,53.58
455000.0,3,2.5,2090,8653.0,2.0,0,0,3,8,2090,0,2090,6396,25,0,13.0281,7.6454,7.6454,0.0,9.0658,8.7636,7.6454,0.242,11,Mid,Average,-18.32,335.62
485500.0,5,2.5,2320,3974.0,2.0,0,0,3,7,2320,0,2620,4539,16,0,13.0929,7.7498,7.7498,0.0,8.2878,8.4207,7.8713,0.584,4,Mid,Average,-27.32,746.38
1875000.0,5,3.25,4110,7920.0,2.0,0,3,3,9,3150,960,3890,7800,93,0,14.4441,8.3214,8.0555,6.868,8.9773,8.962,8.2664,0.519,12,Mid,Average,49.68,2468.1
100000.0,2,0.75,770,17334.0,1.0,0,0,3,7,770,0,1480,17334,36,0,11.5129,6.6477,6.6477,0.0,9.7605,9.7605,7.3005,0.044,7,Mid,Average,-7.32,53.58
307000.0,3,1.75,1410,16105.0,1.0,0,0,3,7,1410,0,1550,18615,32,0,12.6346,7.2521,7.2521,0.0,9.6869,9.8318,7.3467,0.088,9,Mid,Average,-11.32,128.14
475000.0,4,3.5,3660,8472.5,2.0,0,0,3,10,2660,1000,2780,10653,20,0,13.0711,8.2055,7.8865,6.9088,9.0447,9.2737,7.9306,0.432,10,High,Average,-23.32,543.82
330000.0,4,2.5,2180,7210.0,1.0,0,0,3,7,1190,990,2070,7210,43,0,12.7069,7.6875,7.0825,6.8987,8.8834,8.8834,7.6358,0.302,2,Mid,Average,-0.32,0.1
130000.0,3,1.0,1110,7520.0,1.0,0,0,4,7,1110,0,1440,8400,55,0,11.7753,7.013,7.013,0.0,8.9255,9.0361,7.2731,0.148,2,Mid,Good,11.68,136.42
320000.0,3,2.5,2280,7417.0,2.0,0,0,3,8,2280,0,2370,6443,16,0,12.6761,7.7324,7.7324,0.0,8.9117,8.7709,7.7711,0.307,6,Mid,Average,-27.32,746.38
735000.0,4,2.5,2820,6180.0,2.0,0,0,3,9,2050,770,1390,4635,1,0,13.5076,7.9448,7.6261,6.6477,8.7292,8.4416,7.2378,0.456,6,Mid,Average,-42.32,1790.98
365000.0,4,2.5,1570,9600.0,1.0,0,0,3,7,800,770,1340,9110,43,0,12.8077,7.3595,6.6859,6.6477,9.1696,9.1172,7.2012,0.164,3,Mid,Average,-0.32,0.1
234000.0,3,1.5,1200,11935.0,1.0,0,0,4,7,1200,0,1350,11935,47,0,12.3631,7.0909,7.0909,0.0,9.3873,9.3873,7.2086,0.101,4,Mid,Good,3.68,13.54
211000.0,4,2.0,1710,8288.0,1.5,0,0,3,7,1710,0,1710,7200,44,0,12.2596,7.4448,7.4448,0.0,9.0227,8.882,7.4448,0.206,8,Mid,Average,0.68,0.46
680000.0,6,3.5,3000,6320.0,2.0,0,2,3,8,2400,600,1720,6360,46,0,13.4298,8.0067,7.7836,6.3986,8.7516,8.7579,7.4507,0.475,3,Mid,Average,2.68,7.18
457000.0,4,3.0,2800,7845.0,2.0,0,0,3,8,2800,0,2800,6977,12,0,13.0324,7.9377,7.9377,0.0,8.9678,8.8505,7.9377,0.357,11,Mid,Average,-31.32,980.94
349000.0,3,2.25,1640,7261.0,2.0,0,0,3,7,1640,0,1640,6789,25,0,12.7628,7.4031,7.4031,0.0,8.8904,8.8232,7.4031,0.226,10,Mid,Average,-18.32,335.62
360000.0,3,2.75,2030,5100.0,1.0,0,0,3,7,1210,820,1910,6365,35,0,12.7939,7.6163,7.0992,6.7105,8.5372,8.7587,7.5554,0.398,10,Mid,Average,-8.32,69.22
350000.0,4,2.5,2530,10155.0,2.0,0,0,3,8,2530,0,2330,7205,17,0,12.7657,7.8364,7.8364,0.0,9.2258,8.8827,7.7541,0.249,4,Mid,Average,-26.32,692.74
208000.0,3,1.0,990,7420.0,1.0,0,0,5,6,990,0,1010,7420,55,0,12.2453,6.8987,6.8987,0.0,8.9121,8.9121,6.9187,0.133,4,Low,Good,11.68,136.42
250275.0,2,1.0,790,10400.0,1.0,0,0,4,6,790,0,1930,11871,72,0,12.4303,6.6733,6.6733,0.0,9.2497,9.3819,7.5658,0.076,6,Low,Good,28.68,822.54
435000.0,2,1.0,790,11234.0,1.0,0,0,4,6,790,0,1930,11871,73,0,12.9831,6.6733,6.6733,0.0,9.3268,9.3819,7.5658,0.07,4,Low,Good,29.68,880.9
270000.0,3,1.75,1800,7763.0,1.0,0,0,3,6,1470,330,1440,7483,30,0,12.5062,7.4961,7.2937,5.8021,8.9573,8.9205,7.2731,0.232,12,Low,Average,-13.32,177.42
438000.0,3,1.75,1650,12940.0,1.0,0,0,4,7,1650,0,2830,12600,53,0,12.99,7.4091,7.4091,0.0,9.4682,9.4415,7.9484,0.128,5,Mid,Good,9.68,93.7
659000.0,4,2.0,1980,23625.0,2.0,0,0,3,8,1980,0,2300,24640,76,1,13.3985,7.5914,7.5914,0.0,10.0701,10.1122,7.7411,0.084,11,Mid,Average,32.68,1067.98
645000.0,4,2.75,2340,6350.0,1.0,0,0,4,7,1310,1030,2020,6350,41,0,13.377,7.7583,7.1785,6.9383,8.7564,8.7564,7.6113,0.369,5,Mid,Good,-2.32,5.38
685100.0,4,2.5,2790,5423.0,2.0,0,0,3,9,2790,0,2450,6453,15,0,13.4373,7.9342,7.9342,0.0,8.5986,8.7725,7.8043,0.514,10,Mid,Average,-28.32,802.02
350000.0,5,3.0,2800,9569.0,1.0,0,2,3,7,1400,1400,2150,7333,51,0,12.7657,7.9377,7.2449,7.2449,9.1664,8.9003,7.6737,0.293,6,Mid,Average,7.68,58.98
375000.0,2,1.0,1840,81892.0,1.0,0,0,3,6,1840,0,2550,40089,60,0,12.8347,7.5181,7.5181,0.0,11.3132,10.5989,7.8442,0.022,2,Low,Average,16.68,278.22
170000.0,3,1.5,1350,81549.0,1.0,0,0,2,7,1350,0,2220,93825,48,0,12.0436,7.2086,7.2086,0.0,11.309,11.4492,7.7057,0.017,7,Mid,Poor,4.68,21.9
880000.0,4,2.5,3030,3841.0,3.0,0,0,3,9,3030,0,1080,4922,9,0,13.6877,8.0166,8.0166,0.0,8.2537,8.5017,6.9856,0.789,6,Mid,Average,-34.32,1177.86
410500.0,4,2.5,1980,5000.0,2.0,0,0,3,8,1980,0,1400,8500,7,0,12.9251,7.5914,7.5914,0.0,8.5174,9.0479,7.2449,0.396,4,Mid,Average,-36.32,1319.14
780000.0,4,2.5,3690,13609.0,2.0,0,2,3,10,3690,0,3600,13609,18,0,13.5671,8.2137,8.2137,0.0,9.5186,9.5186,8.189,0.271,10,High,Average,-25.32,641.1
1225000.0,5,4.5,3732,4426.0,2.5,0,0,3,10,2932,800,2950,4000,13,0,14.0185,8.225,7.9838,6.6859,8.3955,8.2943,7.9899,0.843,9,High,Average,-30.32,919.3
449000.0,2,1.75,1510,6852.0,1.0,0,0,3,8,1510,0,1510,5912,9,0,13.0148,7.3205,7.3205,0.0,8.8324,8.6849,7.3205,0.22,11,Mid,Average,-34.32,1177.86
546000.0,3,1.75,2000,5000.0,1.0,0,0,4,7,1110,890,1750,5000,93,0,13.2104,7.6014,7.013,6.7923,8.5174,8.5174,7.4679,0.4,5,Mid,Good,49.68,2468.1
317000.0,3,2.0,1760,11410.0,1.0,0,0,5,7,1060,700,1680,9165,37,0,12.6667,7.4736,6.967,6.5525,9.3423,9.1233,7.4271,0.154,5,Mid,Good,-6.32,39.94
276900.0,3,1.0,1270,7566.0,1.0,0,0,4,7,1270,0,1780,7520,56,0,12.5314,7.1476,7.1476,0.0,8.9316,8.9255,7.4849,0.168,6,Mid,Good,12.68,160.78
399000.0,5,2.0,2620,7030.0,1.0,0,0,3,8,1420,1200,1360,7964,49,0,12.8967,7.8713,7.2591,7.0909,8.8581,8.9828,7.216,0.373,10,Mid,Average,5.68,32.26
495000.0,4,2.75,2630,10165.0,1.0,0,0,4,8,1690,940,2440,10165,38,0,13.1123,7.8751,7.4331,6.8469,9.2268,9.2268,7.8002,0.259,8,Mid,Good,-5.32,28.3
258000.0,3,1.75,2270,9000.0,1.0,0,0,4,8,1330,940,2090,8400,36,0,12.4607,7.728,7.1937,6.8469,9.1051,9.0361,7.6454,0.252,8,Mid,Good,-7.32,53.58
600000.0,2,2.5,2410,102366.0,1.0,0,0,4,7,1940,470,2460,310582,102,1,13.3047,7.7878,7.571,6.1549,11.5363,12.6462,7.8083,0.024,7,Mid,Good,58.68,3443.34
265000.0,3,2.75,1120,881.0,3.0,0,0,3,8,1120,0,1120,1087,15,0,12.4875,7.022,7.022,0.0,6.7822,6.9921,7.022,1.271,11,Mid,Average,-28.32,802.02
321000.0,5,2.75,3030,7000.0,1.0,0,0,4,7,1540,1490,1790,7330,37,0,12.6792,8.0166,7.3402,7.3072,8.8538,8.8999,7.4905,0.433,4,Mid,Good,-6.32,39.94
682000.0,5,2.25,2120,4000.0,1.5,0,0,4,7,1720,400,1960,4000,104,0,13.4328,7.6596,7.4507,5.994,8.2943,8.2943,7.5812,0.53,8,Mid,Good,60.68,3682.06
295700.0,4,2.5,1720,5805.0,2.0,0,0,3,8,1720,0,2360,7700,14,0,12.5971,7.4507,7.4507,0.0,8.6666,8.9491,7.7668,0.296,11,Mid,Average,-29.32,859.66
609000.0,4,2.5,2150,37981.0,2.0,0,0,3,9,2150,0,2450,37981,29,0,13.3196,7.6737,7.6737,0.0,10.5449,10.5449,7.8043,0.057,5,Mid,Average,-14.32,205.06
995000.0,3,4.5,4380,47044.0,2.0,1,3,3,9,3720,660,2460,18512,46,1,13.8105,8.385,8.2217,6.4938,10.7589,9.8262,7.8083,0.093,6,Mid,Average,2.68,7.18
530000.0,3,2.25,2010,11817.0,2.0,0,0,4,8,2010,0,2190,10168,28,0,13.1806,7.6064,7.6064,0.0,9.3774,9.2271,7.6921,0.17,8,Mid,Good,-15.32,234.7
614000.0,5,2.5,3150,5150.0,2.0,0,0,5,8,1870,1280,1550,5150,107,1,13.3278,8.0555,7.5342,7.1554,8.5469,8.5469,7.3467,0.612,12,Mid,Good,63.68,4055.14
390000.0,3,2.75,2500,21780.0,1.0,0,0,3,8,1770,730,2670,23400,28,0,12.8739,7.8244,7.4793,6.5944,9.9888,10.0605,7.8902,0.115,11,Mid,Average,-15.32,234.7
467000.0,3,2.5,1690,6642.0,2.0,0,0,3,7,1690,0,2120,5080,10,0,13.0541,7.4331,7.4331,0.0,8.8013,8.5333,7.6596,0.254,11,Mid,Average,-33.32,1110.22
484000.0,6,2.5,3300,13501.0,1.0,0,0,3,8,2060,1240,2060,8745,34,0,13.0898,8.102,7.6309,7.1237,9.5106,9.0764,7.6309,0.244,8,Mid,Average,-9.32,86.86
340000.0,3,2.5,1240,1115.0,3.0,0,0,3,8,1240,0,1410,1355,11,0,12.7367,7.1237,7.1237,0.0,7.0175,7.2123,7.2521,1.112,11,Mid,Average,-32.32,1044.58
302495.0,3,2.5,2200,7201.0,2.0,0,0,3,8,2200,0,2250,7240,20,0,12.6198,7.6967,7.6967,0.0,8.8821,8.8875,7.7191,0.306,12,Mid,Average,-23.32,543.82
