price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,house_age,renovated_bool,log_price,log_sqft_living,log_sqft_above,log_sqft_lot,log_sqft_lot15,living_lot_ratio,sale_month,grade_level,condition_level
336000.0,3,2.5,2110,4549.0,2.0,0,0,4,8,2110,0,2110,4030,26,0,12.7249,7.6544,7.6544,8.4227,8.3015,0.464,4,Mid,Good
286900.0,3,2.25,1720,17235.0,1.0,0,0,4,7,1440,280,1990,35048,40,0,12.5669,7.4501,7.2724,9.7547,10.4645,0.1,10,Mid,Good
472000.0,5,2.25,1780,7245.0,1.0,0,0,4,8,1330,450,1780,7653,38,0,13.0647,7.4844,7.1929,8.8881,8.9429,0.246,9,Mid,Good
263000.0,3,1.75,1410,8100.0,2.0,0,0,3,7,1410,0,1560,8100,29,0,12.4799,7.2513,7.2513,8.9996,8.9996,0.174,6,Mid,Average
565000.0,3,2.25,2110,4000.0,1.0,0,2,4,7,1110,1000,1730,4000,49,0,13.2446,7.6544,7.0121,8.294,8.294,0.528,7,Mid,Good
765000.0,3,2.5,2700,8444.0,2.0,0,0,3,10,2700,0,2840,9165,22,0,13.5476,7.901,7.901,9.0412,9.1231,0.32,10,High,Average
1517000.0,3,2.25,2610,9409.0,1.0,1,4,4,8,2610,0,2970,9156,51,0,14.2322,7.8671,7.8671,9.1494,9.1222,0.277,8,Mid,Good
405000.0,3,2.0,1660,8174.0,1.0,0,0,3,7,830,830,1610,9318,33,0,12.9116,7.4146,6.7214,9.0087,9.1397,0.203,12,Mid,Average
1098000.0,4,3.5,4570,16219.0,2.0,0,0,3,11,4570,0,4700,16500,13,0,13.909,8.4273,8.4273,9.6939,9.7111,0.282,4,High,Average
555000.0,3,3.25,3760,188760.0,1.0,0,0,4,10,2640,1120,2820,50543,35,0,13.2267,8.2322,7.8785,12.1482,10.8306,0.02,9,High,Good
305000.0,3,2.5,1610,3516.0,2.0,0,0,3,8,1610,0,1610,3056,9,0,12.6281,7.384,7.384,8.1651,8.0249,0.458,4,Mid,Average
289950.0,3,2.25,1740,9370.0,1.0,0,0,3,7,1390,350,1740,7555,22,0,12.5775,7.4616,7.2371,9.1453,8.93,0.186,9,Mid,Average
487500.0,5,3.5,3530,218472.0,2.0,0,0,3,7,2380,1150,2110,211404,15,0,13.097,8.1691,7.7749,12.2944,12.2615,0.016,8,Mid,Average
96500.0,3,1.0,840,12091.0,1.0,0,0,3,6,840,0,840,9324,55,0,11.4773,6.7334,6.7334,9.4002,9.1403,0.069,10,Low,Average
185000.0,3,1.0,840,12091.0,1.0,0,0,3,6,840,0,840,9324,56,0,12.1281,6.7334,6.7334,9.4002,9.1403,0.069,2,Low,Average
150550.0,4,1.0,1470,6061.0,1.5,0,0,3,7,1470,0,1230,6175,69,0,11.9221,7.293,7.293,8.7096,8.7283,0.243,8,Mid,Average
339000.0,4,2.0,2470,5080.0,1.5,0,0,3,6,1970,500,1060,5080,66,1,12.7338,7.812,7.5858,8.5331,8.5331,0.486,6,Low,Average
675000.0,4,1.75,2220,7230.0,1.0,0,1,3,8,1280,940,2210,7230,65,0,13.4225,7.7053,7.1546,8.886,8.886,0.307,2,Mid,Average
615000.0,3,1.75,1720,4080.0,1.0,0,0,4,7,960,760,1660,4080,90,0,13.3294,7.4501,6.8669,8.3139,8.3139,0.422,6,Mid,Good
837500.0,4,3.0,2700,9320.0,2.0,0,0,4,8,2700,0,2120,8056,20,0,13.6382,7.901,7.901,9.1399,8.9942,0.29,6,Mid,Good
250000.0,2,1.0,950,11835.0,1.0,0,0,3,5,950,0,1690,12586,82,0,12.4292,6.8565,6.8565,9.3788,9.4403,0.08,8,Low,Average
583000.0,3,2.5,1790,8144.0,2.0,0,0,3,8,1790,0,1800,7503,25,0,13.2759,7.49,7.49,9.005,8.9231,0.22,6,Mid,Average
499000.0,3,2.5,1610,1728.0,3.0,0,0,3,8,1610,0,1540,3090,14,0,13.1204,7.384,7.384,7.4547,8.0359,0.932,9,Mid,Average
550000.0,3,2.5,2290,6328.0,2.0,0,0,3,8,2290,0,1600,6180,13,0,13.2177,7.7363,7.7363,8.7527,8.7291,0.362,7,Mid,Average
400000.0,4,2.5,2170,204296.0,1.0,0,0,4,7,2170,0,1760,154202,34,0,12.8992,7.6825,7.6825,12.2273,11.946,0.011,9,Mid,Good
990400.0,3,2.5,2100,4097.0,2.0,0,0,3,9,2100,0,1820,4764,7,0,13.8059,7.6497,7.6497,8.318,8.4688,0.513,2,Mid,Average
600000.0,3,2.5,2320,52272.0,1.5,0,0,3,8,2320,0,2200,52272,40,0,13.3047,7.7493,7.7493,10.8642,10.8642,0.044,8,Mid,Average
325000.0,2,1.0,1120,6236.0,1.0,0,0,4,6,1120,0,1340,7784,61,0,12.6916,7.0211,7.0211,8.7381,8.9598,0.18,2,Low,Good
265000.0,3,1.75,1530,6000.0,2.0,0,0,4,7,1530,0,1360,6000,23,0,12.4875,7.333,7.333,8.6995,8.6995,0.255,7,Mid,Good
347500.0,3,1.5,1180,8353.0,1.0,0,0,3,7,1180,0,1710,8748,55,0,12.7585,7.0733,7.0733,9.0304,9.0766,0.141,3,Mid,Average
629000.0,5,2.0,2050,3000.0,1.5,0,0,3,7,1470,580,1560,4500,103,1,13.3519,7.6256,7.293,8.0064,8.4118,0.683,1,Mid,Average
1087500.0,2,2.0,2360,11340.0,1.5,0,0,3,9,2360,0,3030,11340,17,0,13.8994,7.7664,7.7664,9.3361,9.3361,0.208,7,Mid,Average
397500.0,4,2.5,2570,7859.0,2.0,0,0,3,8,2570,0,2150,7284,22,0,12.893,7.8517,7.8517,8.9694,8.8934,0.327,6,Mid,Average
404500.0,2,1.0,1270,3700.0,1.5,0,0,3,7,1270,0,1980,3200,105,0,12.9104,7.1468,7.1468,8.2161,8.0709,0.343,10,Mid,Average
225000.0,3,1.25,1250,7500.0,1.0,0,0,3,7,1250,0,1260,7563,47,0,12.3239,7.1309,7.1309,8.9227,8.931,0.167,5,Mid,Average
267000.0,3,2.25,2510,9900.0,1.0,0,0,3,8,1610,900,1940,8510,37,0,12.495,7.828,7.384,9.2003,9.049,0.254,5,Mid,Average
800000.0,4,3.75,2690,4000.0,2.0,0,3,4,9,2120,570,2830,4000,105,1,13.5924,7.8973,7.6592,8.294,8.294,0.672,6,Mid,Good
339000.0,4,2.5,2900,6918.0,2.0,0,0,3,8,2900,0,2720,10376,14,0,12.7338,7.9725,7.9725,8.8419,9.2473,0.419,2,Mid,Average
525000.0,5,1.0,1280,3876.0,1.5,0,0,3,7,1280,0,1420,3825,91,0,13.1712,7.1546,7.1546,8.2626,8.2493,0.33,9,Mid,Average
1150000.0,5,3.5,4350,6218.0,2.0,0,2,3,10,3520,830,3260,5989,7,0,13.9553,8.3779,8.1662,8.7352,8.6977,0.7,10,High,Average
565000.0,1,1.0,1370,6250.0,1.5,0,0,4,7,1370,0,1450,6250,93,0,13.2446,7.2226,7.2226,8.7403,8.7403,0.219,12,Mid,Good
387000.0,2,2.25,1230,1280.0,2.0,0,0,3,8,960,270,1130,1357,2,0,12.8662,7.1148,6.8669,7.1546,7.213,0.961,5,Mid,Average
720000.0,4,2.5,2440,34290.0,2.0,0,0,3,9,2440,0,2860,38119,27,0,13.487,7.7998,7.7998,10.4426,10.5485,0.071,6,Mid,Average
235000.0,2,1.0,910,7617.0,1.0,0,0,3,6,910,0,1310,6624,78,0,12.3673,6.8134,6.8134,8.9381,8.7985,0.119,8,Low,Average
365000.0,2,1.0,910,7617.0,1.0,0,0,3,6,910,0,1310,6624,79,0,12.8077,6.8134,6.8134,8.9381,8.7985,0.119,1,Low,Average
368250.0,3,2.5,2150,7484.0,2.0,0,0,3,8,2150,0,2150,6879,26,0,12.8165,7.6732,7.6732,8.9205,8.8362,0.287,5,Mid,Average
580000.0,3,2.5,2150,7484.0,2.0,0,0,3,8,2150,0,2150,6879,26,0,13.2708,7.6732,7.6732,8.9205,8.8362,0.287,11,Mid,Average
1100000.0,4,3.25,3190,11774.0,2.0,1,4,3,8,2610,580,2240,8725,58,1,13.9108,8.0678,7.8671,9.3736,9.0739,0.271,7,Mid,Average
215000.0,4,2.5,2130,4496.0,2.0,0,0,3,7,2130,0,3220,5400,11,0,12.2784,7.6639,7.6639,8.4109,8.5942,0.474,1,Mid,Average
648000.0,4,2.5,2740,9959.0,2.0,0,0,3,9,2740,0,2630,9905,25,0,13.3816,7.9157,7.9157,9.2062,9.2008,0.275,9,Mid,Average
705000.0,4,3.0,3150,9318.0,2.0,0,0,3,9,3150,0,3150,9318,13,0,13.466,8.0552,8.0552,9.1397,9.1397,0.338,9,Mid,Average
465000.0,3,1.5,1450,1540.0,2.0,0,0,3,8,1180,270,1450,1540,10,0,13.0498,7.2793,7.0733,7.3395,7.3395,0.942,1,Mid,Average
650000.0,5,2.0,2400,3500.0,1.5,0,0,3,8,1900,500,1520,4000,103,0,13.3847,7.7832,7.5496,8.1605,8.294,0.686,12,Mid,Average
335000.0,4,2.25,2280,7500.0,1.0,0,0,4,7,1140,1140,1660,8000,51,0,12.7219,7.7319,7.0388,8.9227,8.9872,0.304,7,Mid,Good
640000.0,4,2.0,2310,31850.0,1.5,0,0,4,8,2310,0,2710,36042,31,0,13.3692,7.745,7.745,10.3688,10.4924,0.073,4,Mid,Good
638250.0,4,2.5,2460,8029.0,2.0,0,0,3,9,2460,0,2420,7987,26,0,13.3665,7.8079,7.8079,8.9908,8.9856,0.306,3,Mid,Average
375000.0,4,2.0,1620,4600.0,2.0,0,0,3,7,1620,0,1620,4500,106,0,12.8347,7.3902,7.3902,8.4338,8.4118,0.352,4,Mid,Average
842000.0,4,1.75,2170,9525.0,1.0,0,0,3,8,2170,0,1910,9525,54,0,13.6435,7.6825,7.6825,9.1617,9.1617,0.228,7,Mid,Average
499950.0,3,2.25,2880,7200.0,1.0,0,0,3,8,1710,1170,1880,10200,44,0,13.1223,7.9655,7.4442,8.8818,9.2301,0.4,10,Mid,Average
810000.0,3,2.75,3280,25211.0,2.0,0,3,3,11,3280,0,3280,25211,30,0,13.6048,8.0956,8.0956,10.135,10.135,0.13,2,High,Average
310000.0,5,2.0,2900,11970.0,2.0,0,0,4,7,2900,0,1260,12398,46,0,12.6443,7.9725,7.9725,9.3902,9.4253,0.242,2,Mid,Good
730000.0,3,2.5,2160,8809.0,1.0,0,0,3,9,1540,620,930,5420,0,0,13.5008,7.6779,7.3395,9.0835,8.5979,0.245,10,Mid,Average
637800.0,4,1.75,2250,4750.0,1.5,0,0,4,7,1420,830,1930,4750,90,0,13.3658,7.7187,7.2584,8.4659,8.4659,0.474,11,Mid,Good
225000.0,3,1.0,1340,4800.0,1.5,0,0,4,5,1340,0,1240,4800,112,0,12.3239,7.2004,7.2004,8.4764,8.4764,0.279,2,Low,Good
417500.0,4,1.0,1390,10800.0,1.5,0,0,4,7,1390,0,1390,9360,73,0,12.942,7.2371,7.2371,9.2873,9.1442,0.129,6,Mid,Good
265000.0,4,2.0,1600,10160.0,1.0,0,0,4,7,1600,0,1540,9352,43,0,12.4875,7.3778,7.3778,9.2262,9.1433,0.157,3,Mid,Good
550000.0,4,2.5,2050,8683.0,2.0,0,0,3,8,2050,0,2010,8744,27,0,13.2177,7.6256,7.6256,9.0691,9.0761,0.236,7,Mid,Average
625700.0,3,2.0,2570,159865.0,1.0,0,0,5,7,2570,0,2010,38322,47,0,13.3466,7.8517,7.8517,11.9821,10.5538,0.016,1,Mid,Good
595000.0,3,2.5,2660,10637.0,2.0,0,0,3,9,2660,0,2590,8637,23,0,13.2963,7.8861,7.8861,9.2721,9.0638,0.25,8,Mid,Average
270000.0,3,1.5,1540,13475.0,1.0,0,0,4,7,1540,0,1550,13475,42,0,12.5062,7.3395,7.3395,9.5086,9.5086,0.114,7,Mid,Good
739375.0,5,3.0,2640,3200.0,2.0,0,0,4,7,2140,500,1540,2242,108,0,13.5136,7.8785,7.6686,8.0709,7.7151,0.825,7,Mid,Good
357562.0,2,1.75,1210,1032.0,2.0,0,0,3,8,1210,0,1210,1090,0,0,12.7871,7.0984,7.0984,6.9393,6.9939,1.172,7,Mid,Average
1010000.0,4,2.5,3760,29224.0,2.0,0,0,3,11,3760,0,3930,19916,27,0,13.8255,8.2322,8.2322,10.2827,9.8993,0.129,6,High,Average
455000.0,2,1.75,1350,4286.0,1.0,0,0,3,8,1350,0,1440,4839,10,0,13.0281,7.2079,7.2079,8.3631,8.4845,0.315,9,Mid,Average
310000.0,5,2.25,2600,9600.0,1.0,0,2,4,8,1810,790,2070,9660,46,0,12.6443,7.8633,7.5011,9.1695,9.1757,0.271,5,Mid,Good
415000.0,3,4.0,3900,111514.0,2.0,0,0,3,6,3460,440,2460,217800,47,1,12.936,8.2687,8.149,11.6219,12.2913,0.035,8,Low,Average
452000.0,2,1.0,1340,8100.0,1.0,0,2,3,8,1340,0,1680,7752,64,0,13.0214,7.2004,7.2004,8.9996,8.9557,0.165,8,Mid,Average
810000.0,3,2.0,1760,16928.0,1.0,0,0,3,7,1760,0,3430,10059,62,0,13.6048,7.4731,7.4731,9.7367,9.2162,0.104,1,Mid,Average
730001.0,3,2.0,1840,4750.0,1.0,0,0,5,7,1010,830,1760,5510,63,0,13.5008,7.5175,6.9177,8.4659,8.6143,0.387,5,Mid,Good
825000.0,3,2.25,2980,86636.0,1.0,0,0,3,9,2230,750,2980,107157,26,0,13.6231,7.9997,7.7098,11.3695,11.5821,0.034,4,Mid,Average
665000.0,3,2.5,1730,3000.0,2.0,0,0,3,8,1730,0,1730,1774,18,0,13.4075,7.4559,7.4559,8.0064,7.481,0.577,7,Mid,Average
327500.0,4,1.75,1650,7800.0,1.0,0,0,3,8,1650,0,1750,10400,46,0,12.6992,7.4085,7.4085,8.9619,9.2496,0.212,6,Mid,Average
699950.0,3,2.5,3370,36218.0,2.0,0,0,4,9,3370,0,2980,31793,26,0,13.4588,8.1227,8.1227,10.4973,10.367,0.093,7,Mid,Good
424000.0,3,2.5,2200,34680.0,2.0,0,0,3,9,2200,0,2560,35840,29,0,12.9575,7.6962,7.6962,10.4539,10.4868,0.063,7,Mid,Average
657000.0,4,2.5,2180,3375.0,1.5,0,0,4,7,1420,760,1560,3375,88,0,13.3954,7.6871,7.2584,8.1242,8.1242,0.646,6,Mid,Good
445000.0,3,1.75,1490,10844.0,1.0,0,0,3,7,1210,280,2090,9944,40,0,13.0058,7.3065,7.0984,9.2914,9.2047,0.137,7,Mid,Average
450000.0,3,2.5,1530,762.0,2.0,0,0,3,8,1050,480,1610,1482,7,0,13.017,7.333,6.9565,6.6359,7.3011,2.008,7,Mid,Average
350000.0,3,1.0,1180,7455.0,1.0,0,0,4,7,1180,0,1450,8154,50,0,12.7657,7.0733,7.0733,8.9166,9.0063,0.158,9,Mid,Good
460000.0,4,2.5,2080,17532.0,2.0,0,0,3,9,2080,0,2550,12560,18,0,13.039,7.6401,7.6401,9.7718,9.4383,0.119,11,Mid,Average
385000.0,4,2.5,3200,22651.0,1.0,0,0,5,8,1610,1590,2030,5500,44,0,12.861,8.0709,7.384,10.028,8.6125,0.141,6,Mid,Good
272000.0,4,2.25,1880,8472.5,2.0,0,0,3,7,1880,0,1580,6405,21,0,12.5136,7.539,7.539,9.0446,8.7648,0.222,11,Mid,Average
535000.0,3,2.5,2510,5544.0,2.0,0,0,3,7,2510,0,2660,5614,14,0,13.19,7.828,7.828,8.6205,8.633,0.453,1,Mid,Average
216500.0,2,1.0,1060,5200.0,1.0,0,0,3,6,1060,0,910,5200,46,0,12.2853,6.966,6.966,8.5564,8.5564,0.204,4,Low,Average
325000.0,3,2.25,2130,12245.0,2.0,0,0,3,8,2130,0,1910,12216,26,0,12.6916,7.6639,7.6639,9.4129,9.4105,0.174,2,Mid,Average
420200.0,3,1.75,1320,7280.0,1.0,0,0,3,7,1320,0,1370,7800,47,0,12.9485,7.1854,7.1854,8.8929,8.9619,0.181,4,Mid,Average
258000.0,3,1.75,1040,5650.0,1.0,0,0,5,6,1040,0,1290,5650,63,0,12.4607,6.947,6.947,8.6394,8.6394,0.184,12,Low,Good
450000.0,3,2.0,1150,4500.0,1.5,0,0,3,7,1150,0,1230,5400,97,1,13.017,7.0475,7.0475,8.4118,8.5942,0.256,12,Mid,Average
720168.0,4,2.25,2120,3794.0,2.0,0,0,4,7,1420,700,1420,3840,88,0,13.4872,7.6592,7.2584,8.2412,8.2532,0.559,12,Mid,Good
652000.0,3,2.0,2130,5000.0,1.5,0,0,5,7,1330,800,2010,5000,89,0,13.3878,7.6639,7.1929,8.5172,8.5172,0.426,10,Mid,Good
569500.0,4,2.5,2340,8248.0,2.0,0,0,3,8,2340,0,2140,9963,25,0,13.2525,7.7579,7.7579,9.0177,9.2066,0.284,7,Mid,Average
411000.0,4,2.5,2250,292288.0,1.0,0,0,4,7,2250,0,1550,23798,52,0,12.9263,7.7187,7.7187,12.5855,10.0774,0.008,4,Mid,Good
524950.0,3,1.75,1890,3825.0,1.0,0,0,3,7,1290,600,1320,3825,40,0,13.1711,7.5443,7.1624,8.2493,8.2493,0.494,5,Mid,Average
153000.0,2,1.0,1140,8532.5,1.0,0,0,3,6,760,380,1340,10141,73,0,11.9382,7.0388,6.6333,9.0516,9.2243,0.134,3,Low,Average
775000.0,3,2.5,2780,5467.0,2.0,0,2,3,9,2780,0,2630,5000,14,0,13.5606,7.9302,7.9302,8.6065,8.5172,0.509,10,Mid,Average
338500.0,4,2.5,2390,6111.0,2.0,0,0,3,8,2390,0,2520,6500,18,0,12.7323,7.779,7.779,8.7178,8.7796,0.391,1,Mid,Average
570000.0,3,1.75,2390,9000.0,1.0,0,0,3,8,1500,890,2040,9000,40,0,13.2534,7.779,7.3132,9.105,9.105,0.266,5,Mid,Average
653000.0,3,2.0,2680,8429.0,1.0,0,0,4,9,1880,800,1570,8640,64,1,13.3893,7.8936,7.539,9.0394,9.0642,0.318,10,Mid,Good
435000.0,2,2.5,1560,1222.0,2.0,0,0,3,8,1080,480,1560,2081,6,0,12.9831,7.3524,6.9847,7.1082,7.6406,1.277,11,Mid,Average
207000.0,2,1.0,1130,8160.0,1.0,0,0,4,6,1130,0,1060,6120,62,0,12.2405,7.03,7.03,9.007,8.7193,0.138,11,Low,Good
540000.0,2,1.0,1120,7500.0,1.0,0,2,4,7,1120,0,3040,16940,43,0,13.1993,7.0211,7.0211,8.9227,9.7374,0.149,7,Mid,Good
386000.0,4,2.25,2050,9583.0,2.0,0,2,3,8,1770,280,2230,9730,49,0,12.8636,7.6256,7.4787,9.1677,9.183,0.214,6,Mid,Average
265000.0,5,2.25,2600,8670.0,1.5,0,0,4,8,2600,0,2200,8800,45,0,12.4875,7.8633,7.8633,9.0676,9.0825,0.3,8,Mid,Good
250000.0,3,1.25,1050,572.0,2.0,0,0,3,7,740,310,1260,1062,9,0,12.4292,6.9565,6.6067,6.3491,6.9679,1.836,1,Mid,Average
455000.0,4,2.5,2811,7251.0,2.0,0,0,3,9,2811,0,3040,7250,5,0,13.0281,7.9413,7.9413,8.8889,8.8888,0.388,12,Mid,Average
759000.0,3,2.0,2260,7200.0,1.0,0,3,3,7,1130,1130,2260,6000,73,0,13.5398,7.7231,7.03,8.8818,8.6995,0.314,10,Mid,Average
970000.0,4,2.75,4430,74358.0,2.0,0,0,3,10,4430,0,3820,80875,25,0,13.7851,8.3962,8.3962,11.2166,11.3007,0.06,3,High,Average
690000.0,3,2.25,2430,8327.0,1.0,0,0,4,9,1430,1000,2550,10427,36,0,13.4444,7.7956,7.2654,9.0273,9.2522,0.292,8,Mid,Good
789900.0,3,2.5,3420,25150.0,1.0,0,0,4,10,1750,1670,2900,19604,27,0,13.5797,8.1374,7.4674,10.1326,9.8835,0.136,7,High,Good
447500.0,2,1.0,1180,5100.0,1.5,0,0,3,7,1180,0,980,5100,89,0,13.0114,7.0733,7.0733,8.537,8.537,0.231,3,Mid,Average
440000.0,4,2.25,2010,7575.0,1.0,0,0,3,7,1220,790,1820,7831,40,0,12.9945,7.6059,7.1066,8.9326,8.9658,0.265,6,Mid,Average
278000.0,3,2.0,1230,7789.0,1.0,0,0,3,7,1230,0,1470,8670,21,0,12.5354,7.1148,7.1148,8.9605,9.0676,0.158,4,Mid,Average
980000.0,5,2.5,2750,6000.0,1.5,0,0,3,8,1750,1000,1520,4158,110,1,13.7953,7.9194,7.4674,8.6995,8.3328,0.458,7,Mid,Average
245000.0,3,2.75,1300,14197.0,1.0,0,0,3,7,860,440,1550,7596,18,0,12.409,7.1701,6.7569,9.5608,8.9354,0.092,6,Mid,Average
287000.0,3,1.5,1150,11475.0,1.0,0,0,3,7,1150,0,1640,11475,43,0,12.5672,7.0475,7.0475,9.3479,9.3479,0.1,10,Mid,Average
435000.0,3,1.75,2220,132858.0,1.0,0,0,3,7,1110,1110,2130,77536,26,0,12.9831,7.7053,7.0121,11.797,11.2585,0.017,6,Mid,Average
585000.0,3,2.5,2050,11690.0,2.0,0,0,4,9,2050,0,2410,10172,25,0,13.2794,7.6256,7.6256,9.3665,9.2274,0.175,7,Mid,Good
616000.0,4,1.75,1700,5846.0,1.0,0,0,3,8,1700,0,1480,5177,57,0,13.331,7.4384,7.4384,8.6735,8.552,0.291,7,Mid,Average
203000.0,3,1.75,1610,9000.0,1.0,0,0,4,7,1100,510,1610,8000,37,0,12.221,7.384,7.0031,9.105,8.9872,0.179,1,Mid,Good
860000.0,4,2.75,2720,3300.0,2.0,0,0,3,8,1790,930,1360,3880,95,1,13.6647,7.9084,7.49,8.1017,8.2636,0.824,5,Mid,Average
833000.0,4,2.5,2190,12690.0,1.0,0,2,3,8,1170,1020,2630,10843,42,0,13.6328,7.6917,7.0648,9.4486,9.2913,0.173,3,Mid,Average
565000.0,4,2.75,2730,6856.0,2.0,0,0,3,8,2730,0,2520,5569,11,0,13.2446,7.9121,7.9121,8.8329,8.625,0.398,12,Mid,Average
572500.0,3,2.25,2490,7589.0,2.0,0,0,3,9,2490,0,2500,10386,24,0,13.2578,7.82,7.82,8.9345,9.2482,0.328,2,Mid,Average
254000.0,4,2.0,1510,4235.0,1.0,0,0,3,7,1510,0,1510,4268,59,0,12.4451,7.3199,7.3199,8.3511,8.3589,0.357,5,Mid,Average
1525000.0,4,4.25,4720,21000.0,3.0,0,4,5,11,4720,0,3010,20000,44,0,14.2375,8.4596,8.4596,9.9523,9.9035,0.225,4,High,Good
900000.0,4,3.0,3810,217800.0,2.0,0,0,3,9,3810,0,2580,217364,12,0,13.7102,8.2454,8.2454,12.2913,12.2893,0.017,1,Mid,Average
899000.0,3,2.5,1950,3730.0,2.0,0,0,3,9,1950,0,2080,4000,19,0,13.709,7.5756,7.5756,8.2242,8.294,0.523,2,Mid,Average
560000.0,3,2.0,1300,6000.0,1.0,0,0,5,7,1300,0,1230,6000,72,0,13.2357,7.1701,7.1701,8.6995,8.6995,0.217,4,Mid,Good
512500.0,3,1.75,1610,7200.0,1.0,0,0,3,7,1180,430,1520,7973,39,0,13.1471,7.384,7.0733,8.8818,8.9838,0.224,3,Mid,Average
775000.0,4,2.5,2040,5000.0,1.5,0,0,5,7,1180,860,1540,5000,91,0,13.5606,7.6207,7.0733,8.5172,8.5172,0.408,2,Mid,Good
200000.0,2,1.0,700,4700.0,1.0,0,0,5,5,700,0,960,5200,61,0,12.2061,6.5511,6.5511,8.4553,8.5564,0.149,6,Low,Good
172000.0,3,1.0,970,4700.0,1.0,0,0,4,6,720,250,1560,4600,71,0,12.0552,6.8773,6.5793,8.4553,8.4338,0.206,7,Low,Good
219900.0,3,1.0,910,6000.0,1.0,0,0,2,6,910,0,1090,6957,58,0,12.3009,6.8134,6.8134,8.6995,8.8475,0.152,5,Low,Poor
641200.0,3,1.0,1060,11049.0,1.0,0,0,3,7,1060,0,1620,9121,62,0,13.3711,6.966,6.966,9.3101,9.1183,0.096,7,Mid,Average
473000.0,5,3.25,2180,7200.0,2.0,0,0,4,7,2180,0,1840,7644,32,0,13.0669,7.6871,7.6871,8.8818,8.9417,0.303,7,Mid,Good
540000.0,3,1.75,2050,9580.0,1.0,0,0,3,8,1400,650,1740,11952,30,0,13.1993,7.6256,7.2442,9.1674,9.3887,0.214,7,Mid,Average
295000.0,2,1.0,750,4500.0,1.0,0,0,3,6,750,0,1540,4000,70,0,12.5947,6.6201,6.6201,8.4118,8.294,0.167,5,Low,Average
370000.0,3,0.75,800,2296.0,1.0,0,0,4,6,800,0,1480,1472,106,0,12.8213,6.6846,6.6846,7.7389,7.2944,0.348,5,Low,Good
275000.0,3,1.5,1390,48257.0,1.0,0,0,3,6,1390,0,1440,45302,92,1,12.5245,7.2371,7.2371,10.7843,10.7211,0.029,5,Low,Average
89000.0,3,1.0,900,4750.0,1.0,0,0,4,6,900,0,900,3404,45,0,11.3964,6.8024,6.8024,8.4659,8.1327,0.189,10,Low,Good
175000.0,2,1.75,1050,9800.0,1.5,0,0,4,6,1050,0,1230,12726,39,0,12.0725,6.9565,6.9565,9.1901,9.4514,0.107,8,Low,Good
490000.0,3,2.5,2410,11900.0,1.0,0,2,4,9,1600,810,3090,11902,26,0,13.1022,7.7874,7.3778,9.3843,9.3845,0.203,2,Mid,Good
342400.0,3,2.25,1180,9630.0,2.0,0,0,3,7,1180,0,2660,5979,28,0,12.7437,7.0733,7.0733,9.1726,8.696,0.123,5,Mid,Average
345000.0,3,1.0,1140,4200.0,2.0,0,0,4,7,1140,0,1510,4000,110,0,12.7513,7.0388,7.0388,8.3428,8.294,0.271,6,Mid,Good
399000.0,2,1.0,700,3400.0,1.0,0,0,3,6,700,0,1570,4512,68,0,12.8967,6.5511,6.5511,8.1315,8.4145,0.206,11,Low,Average
550000.0,4,2.5,2060,9719.0,1.0,0,0,4,8,1320,740,2050,9643,54,0,13.2177,7.6305,7.1854,9.1818,9.174,0.212,8,Mid,Good
652450.0,3,2.25,2230,11835.0,1.0,0,0,5,8,1630,600,2190,10384,40,0,13.3885,7.7098,7.3963,9.3788,9.248,0.188,12,Mid,Good
438000.0,2,2.25,1950,29347.0,1.0,0,0,3,8,1350,600,2125,7751,62,0,12.99,7.5756,7.2079,10.2869,8.9556,0.066,4,Mid,Average
605000.0,3,1.75,2100,5058.0,1.0,0,2,3,7,1340,760,1640,5000,74,0,13.313,7.6497,7.2004,8.5287,8.5172,0.415,4,Mid,Average
395000.0,4,2.5,2130,11733.0,1.0,0,0,5,7,1330,800,1800,9131,45,0,12.8866,7.6639,7.1929,9.3702,9.1194,0.182,9,Mid,Good
449950.0,3,2.0,1880,3048.0,2.0,0,0,4,7,1880,0,1680,3600,112,0,13.0169,7.539,7.539,8.0222,8.1887,0.617,11,Mid,Good
651100.0,4,2.5,2310,5526.0,2.0,0,0,3,9,2310,0,2500,5769,12,0,13.3864,7.745,7.745,8.6172,8.6603,0.418,3,Mid,Average
241000.0,3,1.0,880,6050.0,1.0,0,0,3,6,880,0,1130,6050,70,0,12.3926,6.7799,6.7799,8.7078,8.7078,0.145,2,Low,Average
268500.0,2,1.5,1290,1749.0,1.0,0,0,3,8,660,630,1860,1749,45,0,12.5006,7.1624,6.4922,7.4668,7.4668,0.738,12,Mid,Average
200000.0,2,1.0,1010,7200.0,1.0,0,0,3,6,1010,0,1290,9000,59,0,12.2061,6.9177,6.9177,8.8818,9.105,0.14,1,Low,Average
400375.0,4,1.75,1690,7680.0,1.0,0,0,5,6,890,800,1060,7680,68,0,12.9002,7.4325,6.7912,8.9464,8.9464,0.22,12,Low,Good
429000.0,2,1.5,1350,6315.0,1.0,0,0,3,8,1350,0,1665,5390,9,0,12.9692,7.2079,7.2079,8.7507,8.5923,0.214,5,Mid,Average
230000.0,3,1.0,680,2400.0,1.0,0,0,4,6,680,0,1470,3600,111,0,12.3458,6.5221,6.5221,7.7832,8.1887,0.283,10,Low,Good
