price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,house_age,renovated_bool,log_price,log_sqft_living,log_sqft_above,log_sqft_basement,log_sqft_lot,log_sqft_lot15,living_lot_ratio,sale_month,grade_level,condition_level,house_age_c,house_age_c_sq
760000.0,6,2.5,4660,7157.0,2.0,0,0,3,9,3020,1640,3300,7047,11,0,13.5411,8.447,8.0133,7.4031,8.876,8.8605,0.651,8,Mid,Average,-32.318373201314024,1044.4772463794125
293000.0,4,2.5,2019,4435.0,2.0,0,3,3,8,2019,0,1950,4800,7,0,12.5879,7.6109,7.6109,0.0,8.3975,8.4766,0.455,2,Mid,Average,-36.318373201314024,1319.0242319899246
245000.0,3,2.0,1490,7929.0,1.0,0,0,3,7,1490,0,1650,7929,25,0,12.409,7.3072,7.3072,0.0,8.9784,8.9784,0.188,8,Mid,Average,-18.318373201314024,335.5627967426198
181000.0,2,1.5,1560,10807.0,1.0,0,0,2,7,1560,0,1660,196591,65,0,12.1063,7.3531,7.3531,0.0,9.288,12.1889,0.144,7,Mid,Poor,21.681626798685976,470.09294063749786
240000.0,3,1.0,1030,15264.0,1.0,0,0,4,7,1030,0,1430,14840,53,0,12.3884,6.9383,6.9383,0.0,9.6333,9.6051,0.067,4,Mid,Good,9.681626798685976,93.73389746903446
880000.0,4,2.75,2560,7961.0,1.0,0,2,4,8,1450,1110,2500,9009,39,0,13.6877,7.8482,7.28,7.013,8.9824,9.1061,0.322,11,Mid,Good,-4.318373201314024,18.648347105827135
285000.0,3,2.0,1460,6377.0,1.0,0,0,3,7,1460,0,1600,6250,19,0,12.5602,7.2869,7.2869,0.0,8.7606,8.7405,0.229,6,Mid,Average,-24.318373201314024,591.3832751583881
407500.0,2,1.0,770,6017.0,1.0,0,0,3,7,770,0,1670,7500,65,0,12.9178,6.6477,6.6477,0.0,8.7025,8.9228,0.128,4,Mid,Average,21.681626798685976,470.09294063749786
325000.0,4,2.0,1960,3543.0,2.0,0,0,3,7,1960,0,2420,3646,10,0,12.6916,7.5812,7.5812,0.0,8.173,8.2017,0.553,8,Mid,Average,-33.318373201314024,1110.1139927820404
405000.0,3,1.75,1900,10454.0,1.0,0,0,3,7,1390,510,2000,12000,36,0,12.9116,7.5501,7.2378,6.2364,9.2548,9.3927,0.182,10,Mid,Average,-7.318373201314024,53.55858631371128
291700.0,3,2.5,1970,4120.0,1.5,0,0,3,6,1230,740,1470,4080,88,0,12.5835,7.5863,7.1156,6.608,8.3239,8.3141,0.478,4,Low,Average,44.681626798685976,1996.4477733770527
370000.0,3,2.5,2490,18525.0,2.0,0,3,3,8,2490,0,1850,9516,19,0,12.8213,7.8204,7.8204,0.0,9.8269,9.1608,0.134,10,Mid,Average,-24.318373201314024,591.3832751583881
270000.0,3,1.5,1430,8960.0,1.0,0,0,4,6,1430,0,1560,10125,61,0,12.5062,7.2661,7.2661,0.0,9.1006,9.2229,0.16,5,Low,Good,17.681626798685976,312.63992624801006
800000.0,4,2.5,2680,7200.0,1.0,0,0,3,8,1380,1300,1950,8520,62,1,13.5924,7.8939,7.2306,7.1709,8.882,9.0503,0.372,5,Mid,Average,18.681626798685976,349.003179845382
626500.0,3,1.75,1610,3210.0,1.0,0,0,5,7,910,700,1420,3210,86,0,13.3479,7.3846,6.8145,6.5525,8.0743,8.0743,0.502,9,Mid,Good,42.681626798685976,1821.721266182309
1130000.0,4,3.5,4300,8406.0,2.0,0,1,3,11,3580,720,2770,10006,27,0,13.9377,8.3666,8.1834,6.5806,9.0368,9.211,0.512,10,High,Average,-16.318373201314024,266.28930393736374
399950.0,4,2.5,3200,7545.0,2.0,0,0,3,7,3200,0,2840,7137,11,0,12.8991,8.0712,8.0712,0.0,8.9288,8.8732,0.424,8,Mid,Average,-32.318373201314024,1044.4772463794125
419000.0,3,1.75,2140,15030.0,1.0,0,0,4,7,1570,570,2170,15030,56,0,12.9456,7.669,7.3595,6.3474,9.6179,9.6179,0.142,7,Mid,Good,12.681626798685976,160.8236582611503
1160000.0,4,2.5,4240,43995.0,2.0,0,0,3,10,4240,0,3720,59522,25,0,13.9639,8.3526,8.3526,0.0,10.6919,10.9941,0.096,7,High,Average,-18.318373201314024,335.5627967426198
1405000.0,4,3.5,3410,10769.0,2.0,0,0,3,10,3410,0,2650,10058,6,0,14.1555,8.1348,8.1348,0.0,9.2845,9.2162,0.317,5,High,Average,-37.318373201314024,1392.6609783925528
710000.0,4,2.75,2090,8064.0,2.0,0,0,5,7,2090,0,1460,8400,47,0,13.473,7.6454,7.6454,0.0,8.9953,9.0361,0.259,7,Mid,Good,3.6816267986859756,13.554375884802745
650000.0,3,1.0,1410,4840.0,1.0,0,2,4,6,1230,180,1410,5400,73,0,13.3847,7.2521,7.1156,5.1985,8.4849,8.5943,0.291,3,Low,Good,29.681626798685976,880.9989694164735
369900.0,4,2.5,2820,33750.0,2.0,0,0,4,9,2820,0,2510,36180,31,0,12.821,7.9448,7.9448,0.0,10.4268,10.4963,0.084,2,Mid,Good,-12.318373201314024,151.74231832685152
641000.0,4,2.5,2770,63118.0,2.0,0,0,3,9,2770,0,2770,44224,17,0,13.3708,7.927,7.927,0.0,11.0528,10.697,0.044,6,Mid,Average,-26.318373201314024,692.6567679636443
403000.0,3,1.5,1400,6879.0,1.0,0,0,3,7,1400,0,1950,7400,64,0,12.9067,7.2449,7.2449,0.0,8.8364,8.9094,0.204,3,Mid,Average,20.681626798685976,427.7296870401259
1015000.0,3,3.25,3620,4000.0,2.0,0,0,3,10,2730,890,1910,5000,9,0,13.8304,8.1945,7.9124,6.7923,8.2943,8.5174,0.905,7,High,Average,-34.318373201314024,1177.7507391846686
865000.0,4,2.5,2260,13600.0,1.0,0,0,4,8,1770,490,2630,13995,40,0,13.6705,7.7236,7.4793,6.1964,9.5179,9.5465,0.166,9,Mid,Good,-3.3183732013140244,11.011600703199086
2485000.0,4,2.5,3440,23954.0,1.5,1,3,5,10,2260,1180,4230,18723,83,0,14.7258,8.1435,7.7236,7.0741,10.0839,9.8376,0.144,11,High,Good,39.681626798685976,1574.631505390193
810000.0,4,1.0,2150,3588.0,2.0,0,3,4,8,1850,300,1950,3588,88,0,13.6048,7.6737,7.5235,5.7071,8.1856,8.1856,0.599,10,Mid,Good,44.681626798685976,1996.4477733770527
316750.0,3,1.25,1256,1154.0,3.0,0,0,3,7,1256,0,1309,1232,9,0,12.6659,7.1365,7.1365,0.0,7.0519,7.1172,1.088,7,Mid,Average,-34.318373201314024,1177.7507391846686
652500.0,4,2.25,2220,130244.0,2.0,0,0,3,8,2220,0,2680,130680,25,0,13.3886,7.7057,7.7057,0.0,11.7772,11.7805,0.017,8,Mid,Average,-18.318373201314024,335.5627967426198
360000.0,6,2.75,2850,15240.0,1.0,0,0,3,7,1850,1000,2090,7620,53,0,12.7939,7.9554,7.5235,6.9088,9.6317,8.9387,0.187,2,Mid,Average,9.681626798685976,93.73389746903446
208000.0,2,1.0,700,5100.0,1.0,0,0,4,5,700,0,970,5811,62,0,12.2453,6.5525,6.5525,0.0,8.5372,8.6677,0.137,4,Low,Good,18.681626798685976,349.003179845382
898000.0,4,2.5,3700,63991.0,2.0,0,0,3,10,3700,0,3210,47215,23,0,13.7079,8.2164,8.2164,0.0,11.0665,10.7625,0.058,2,High,Average,-20.318373201314024,412.83628954787594
295000.0,3,1.75,1400,11934.0,1.0,0,0,3,7,1050,350,2080,10400,54,0,12.5947,7.2449,6.9575,5.8608,9.3872,9.2497,0.117,2,Mid,Average,10.681626798685976,114.09715106640641
652500.0,4,1.75,3130,18253.0,2.0,0,0,3,7,3130,0,1850,12220,37,0,13.3886,8.0491,8.0491,0.0,9.8121,9.4109,0.171,5,Mid,Average,-6.318373201314024,39.92183991108323
560000.0,4,3.0,2170,5764.0,2.0,0,0,3,8,2170,0,2010,5681,22,0,13.2357,7.6829,7.6829,0.0,8.6596,8.6451,0.376,7,Mid,Average,-21.318373201314024,454.47303595050397
280000.0,3,1.0,1020,8400.0,1.0,0,0,4,7,1020,0,1690,8030,58,0,12.5425,6.9285,6.9285,0.0,9.0361,8.9911,0.121,5,Mid,Good,14.681626798685976,215.55016545589422
289950.0,3,2.5,1760,8584.0,1.5,0,0,5,7,1760,0,2160,8584,77,0,12.5775,7.4736,7.4736,0.0,9.0578,9.0578,0.205,6,Mid,Good,33.681626798685976,1134.4519838059614
397500.0,3,2.5,1860,44093.0,1.0,0,0,3,7,1860,0,1900,6130,37,0,12.893,7.5289,7.5289,0.0,10.6941,8.7211,0.042,4,Mid,Average,-6.318373201314024,39.92183991108323
380000.0,2,1.0,1140,75132.0,1.0,0,0,3,7,1140,0,2570,35200,59,0,12.8479,7.0397,7.0397,0.0,11.227,10.4688,0.015,3,Mid,Average,15.681626798685976,245.91341905326615
415900.0,3,2.5,1670,22703.0,1.0,0,0,3,7,1310,360,1510,16817,26,0,12.9382,7.4212,7.1785,5.8889,10.0303,9.7302,0.074,10,Mid,Average,-17.318373201314024,299.9260503399918
475000.0,3,1.75,1710,8645.0,1.0,0,0,4,7,1510,200,1280,5366,91,0,13.0711,7.4448,7.3205,5.3033,9.0649,8.588,0.198,7,Mid,Good,47.681626798685976,2273.537534169169
125000.0,1,1.0,500,7440.0,1.0,0,0,1,5,500,0,1350,7440,86,0,11.7361,6.2166,6.2166,0.0,8.9148,8.9148,0.067,10,Low,Poor,42.681626798685976,1821.721266182309
238000.0,3,1.0,1470,32670.0,1.0,0,0,3,7,1020,450,2640,24100,56,0,12.38,7.2937,6.9285,6.1115,10.3942,10.09,0.045,8,Mid,Average,12.681626798685976,160.8236582611503
296000.0,4,1.5,1370,9750.0,1.0,0,0,3,7,1070,300,1540,9789,61,0,12.5981,7.2233,6.9763,5.7071,9.1851,9.1891,0.141,8,Mid,Average,17.681626798685976,312.63992624801006
475000.0,6,3.0,3470,117612.0,1.5,0,0,3,7,3470,0,2120,17100,90,0,13.0711,8.1522,8.1522,0.0,11.6752,9.7469,0.03,5,Mid,Average,46.681626798685976,2179.1742805717968
390000.0,3,2.25,1650,6250.0,1.5,0,0,3,7,1650,0,2060,6250,105,0,12.8739,7.4091,7.4091,0.0,8.7405,8.7405,0.264,2,Mid,Average,61.681626798685976,3804.6230845323757
425000.0,3,1.0,1180,3750.0,1.0,0,0,3,6,1030,150,1280,3750,74,0,12.9598,7.0741,6.9383,5.0173,8.2298,8.2298,0.315,11,Low,Average,30.681626798685976,941.3622230138454
725000.0,6,3.0,3110,5000.0,1.5,0,0,5,7,1810,1300,1600,4000,93,0,13.4939,8.0427,7.5016,7.1709,8.5174,8.2943,0.622,6,Mid,Good,49.681626798685976,2468.2640413639124
605000.0,3,2.25,2080,12134.0,1.0,0,0,4,8,1530,550,2320,12400,41,0,13.313,7.6406,7.3337,6.3117,9.4038,9.4255,0.171,7,Mid,Good,-2.3183732013140244,5.374854300571037
302000.0,3,1.0,1600,1950.0,2.0,0,0,2,7,1600,0,1310,1138,108,0,12.6182,7.3784,7.3784,0.0,7.5761,7.0379,0.821,11,Mid,Poor,64.68162679868598,4183.712845324492
886000.0,3,2.25,2380,6000.0,2.0,0,0,5,9,1650,730,2000,6000,84,0,13.6945,7.7753,7.4091,6.5944,8.6997,8.6997,0.397,3,Mid,Good,40.681626798685976,1654.9947589875649
540000.0,4,1.75,1630,6120.0,1.0,0,0,5,7,980,650,1630,4080,96,0,13.1993,7.3969,6.8886,6.4785,8.7195,8.3141,0.266,8,Mid,Good,52.681626798685976,2775.3538021560285
435000.0,4,2.25,1910,8400.0,2.0,0,0,3,7,1910,0,1910,8400,40,0,12.9831,7.5554,7.5554,0.0,9.0361,9.0361,0.227,4,Mid,Average,-3.3183732013140244,11.011600703199086
409000.0,4,3.25,3140,10752.0,2.0,0,0,3,7,2300,840,1300,9920,22,0,12.9215,8.0523,7.7411,6.7346,9.2829,9.2024,0.292,10,Mid,Average,-21.318373201314024,454.47303595050397
405000.0,3,1.0,1250,7280.0,1.0,0,0,3,7,1250,0,1690,7280,40,0,12.9116,7.1317,7.1317,0.0,8.893,8.893,0.172,1,Mid,Average,-3.3183732013140244,11.011600703199086
560200.0,3,2.5,1990,3984.0,2.0,0,0,3,8,1990,0,2320,3984,10,0,13.2361,7.5964,7.5964,0.0,8.2903,8.2903,0.499,6,Mid,Average,-33.318373201314024,1110.1139927820404
324000.0,4,1.75,2110,7208.0,1.0,0,0,3,8,1170,940,1820,7208,39,0,12.6885,7.6549,7.0656,6.8469,8.8831,8.8831,0.293,6,Mid,Average,-4.318373201314024,18.648347105827135
390000.0,4,2.5,2490,8290.0,2.0,0,0,3,9,2490,0,2690,7008,15,0,12.8739,7.8204,7.8204,0.0,9.0229,8.855,0.3,5,Mid,Average,-28.318373201314024,801.9302607689003
414000.0,2,1.0,800,5000.0,1.0,0,0,3,6,800,0,1220,5000,77,0,12.9336,6.6859,6.6859,0.0,8.5174,8.5174,0.16,4,Low,Average,33.681626798685976,1134.4519838059614
441500.0,3,2.5,2360,4670.0,2.0,0,0,3,7,2360,0,2420,5620,16,0,12.9979,7.7668,7.7668,0.0,8.4491,8.6343,0.505,9,Mid,Average,-27.318373201314024,746.2935143662722
375000.0,3,2.0,1770,5146.0,2.0,0,0,3,7,1770,0,1230,5160,23,0,12.8347,7.4793,7.4793,0.0,8.5462,8.5489,0.344,3,Mid,Average,-20.318373201314024,412.83628954787594
668500.0,4,2.5,2710,10082.0,2.0,0,0,3,9,2710,0,2710,6242,15,0,13.4128,7.9051,7.9051,0.0,9.2186,8.7392,0.269,6,Mid,Average,-28.318373201314024,801.9302607689003
540000.0,5,1.5,1940,10202.0,1.5,0,0,4,7,1940,0,1900,8000,74,0,13.1993,7.571,7.571,0.0,9.2304,8.9873,0.19,10,Mid,Good,30.681626798685976,941.3622230138454
1035000.0,4,3.25,3450,11240.0,2.0,0,3,4,10,2430,1020,2412,19499,54,1,13.8499,8.1464,7.7961,6.9285,9.3273,9.8782,0.307,6,High,Good,10.681626798685976,114.09715106640641
1345000.0,4,3.25,3440,4920.0,2.0,0,4,3,10,2520,920,2350,5166,1,0,14.1119,8.1435,7.8324,6.8255,8.5013,8.55,0.699,3,High,Average,-42.318373201314024,1790.844710405693
758000.0,4,2.75,2410,9549.0,1.0,0,0,4,7,1780,630,2090,9549,58,0,13.5384,7.7878,7.4849,6.4473,9.1643,9.1643,0.252,5,Mid,Good,14.681626798685976,215.55016545589422
949880.0,4,2.25,2290,10687.0,2.0,0,0,3,9,2290,0,2290,10300,36,0,13.7641,7.7367,7.7367,0.0,9.2769,9.24,0.214,5,Mid,Average,-7.318373201314024,53.55858631371128
570000.0,3,1.0,1030,4089.0,1.5,0,0,3,7,1030,0,1440,4917,88,0,13.2534,6.9383,6.9383,0.0,8.3163,8.5007,0.252,5,Mid,Average,44.681626798685976,1996.4477733770527
736000.0,4,2.5,2290,12047.0,2.0,0,0,4,9,2290,0,3130,15666,26,0,13.509,7.7367,7.7367,0.0,9.3967,9.6593,0.19,5,Mid,Good,-17.318373201314024,299.9260503399918
670000.0,3,1.5,1490,4400.0,1.5,0,0,4,7,1490,0,1560,4400,108,0,13.415,7.3072,7.3072,0.0,8.3896,8.3896,0.339,6,Mid,Good,64.68162679868598,4183.712845324492
1130000.0,4,1.75,2370,8400.0,1.0,0,0,5,9,1270,1100,2370,8400,66,0,13.9377,7.7711,7.1476,7.004,9.0361,9.0361,0.282,4,Mid,Good,22.681626798685976,514.4561942348698
650000.0,4,2.0,1930,3976.0,1.5,0,0,4,8,1930,0,1470,4080,100,0,13.3847,7.5658,7.5658,0.0,8.2883,8.3141,0.485,10,Mid,Good,56.681626798685976,3212.806816545516
690000.0,2,1.75,1600,4000.0,1.0,0,0,5,7,850,750,1860,4000,96,0,13.4444,7.3784,6.7464,6.6214,8.2943,8.2943,0.4,6,Mid,Good,52.681626798685976,2775.3538021560285
610000.0,4,2.25,2240,45738.0,2.0,0,0,3,7,2240,0,3180,45738,27,0,13.3212,7.7147,7.7147,0.0,10.7307,10.7307,0.049,3,Mid,Average,-16.318373201314024,266.28930393736374
413500.0,2,1.0,770,4000.0,1.0,0,0,5,5,770,0,1420,5040,90,0,12.9324,6.6477,6.6477,0.0,8.2943,8.5254,0.192,5,Low,Good,46.681626798685976,2179.1742805717968
765000.0,3,2.5,2300,9752.0,2.0,0,2,3,8,2300,0,2640,10764,47,1,13.5476,7.7411,7.7411,0.0,9.1853,9.2841,0.236,4,Mid,Average,3.6816267986859756,13.554375884802745
828200.0,4,2.75,3400,7081.0,2.0,0,0,3,9,3400,0,3060,7081,13,0,13.627,8.1318,8.1318,0.0,8.8653,8.8653,0.48,12,Mid,Average,-30.318373201314024,919.2037535741564
205000.0,2,1.0,900,4397.0,1.0,0,0,3,6,900,0,1430,4500,96,0,12.2308,6.8035,6.8035,0.0,8.3889,8.4121,0.205,7,Low,Average,52.681626798685976,2775.3538021560285
465000.0,3,2.5,1450,5175.0,1.0,0,0,3,8,1030,420,1740,9250,19,0,13.0498,7.28,6.9383,6.0426,8.5518,9.1325,0.28,12,Mid,Average,-24.318373201314024,591.3832751583881
556000.0,4,2.5,2240,5402.0,2.0,0,0,3,8,2240,0,2240,7560,10,0,13.2285,7.7147,7.7147,0.0,8.5947,8.9308,0.415,3,Mid,Average,-33.318373201314024,1110.1139927820404
540000.0,4,2.5,1780,4169.0,2.0,0,0,3,8,1780,0,1830,4164,20,0,13.1993,7.4849,7.4849,0.0,8.3357,8.3345,0.427,6,Mid,Average,-23.318373201314024,543.7465287557601
423000.0,4,2.5,2320,4254.0,2.0,0,0,3,8,2320,0,2330,4602,10,0,12.9551,7.7498,7.7498,0.0,8.3559,8.4345,0.545,7,Mid,Average,-33.318373201314024,1110.1139927820404
375000.0,3,1.75,1590,14766.0,1.0,0,0,3,8,1590,0,2040,10190,52,0,12.8347,7.3721,7.3721,0.0,9.6002,9.2293,0.108,4,Mid,Average,8.681626798685976,75.37064387166251
173250.0,2,1.0,990,12696.0,1.5,0,0,3,7,990,0,1260,8937,78,0,12.0625,6.8987,6.8987,0.0,9.4491,9.0981,0.078,12,Mid,Average,34.681626798685976,1202.8152374033332
599900.0,3,1.5,2605,12030.0,1.0,0,0,3,8,1355,1250,1590,15242,12,0,13.3045,7.8656,7.2123,7.1317,9.3952,9.6319,0.217,2,Mid,Average,-31.318373201314024,980.8404999767845
646000.0,5,2.75,2870,4461.0,1.0,0,0,3,7,1650,1220,1890,4196,38,0,13.3786,7.9624,7.4091,7.1074,8.4034,8.3421,0.643,6,Mid,Average,-5.318373201314024,28.285093508455184
1075000.0,5,4.75,5180,17811.0,2.0,0,2,3,11,4070,1110,3960,15103,13,0,13.8878,8.5528,8.3116,7.013,9.7876,9.6227,0.291,6,High,Average,-30.318373201314024,919.2037535741564
558000.0,4,2.0,2180,3870.0,1.0,0,0,3,7,1020,1160,1520,2580,114,0,13.2321,7.6875,6.9285,7.057,8.2613,7.8559,0.563,6,Mid,Average,70.68162679868598,4995.892366908724
354000.0,2,1.0,850,5225.0,1.0,0,0,3,7,850,0,1230,5225,65,0,12.7771,6.7464,6.7464,0.0,8.5614,8.5614,0.163,11,Mid,Average,21.681626798685976,470.09294063749786
1195000.0,4,4.0,4050,9517.0,2.0,0,0,3,11,3360,690,3330,9436,25,0,13.9937,8.3067,8.12,6.5381,9.1609,9.1524,0.426,1,High,Average,-18.318373201314024,335.5627967426198
670000.0,4,2.0,2250,4200.0,1.5,0,0,3,7,1650,600,1200,3360,106,0,13.415,7.7191,7.4091,6.3986,8.3431,8.12,0.536,3,Mid,Average,62.681626798685976,3928.9863381297478
1125000.0,6,4.25,3100,9378.0,3.0,0,2,3,11,3100,0,3270,6334,36,0,13.9333,8.0395,8.0395,0.0,9.1462,8.7538,0.331,10,High,Average,-7.318373201314024,53.55858631371128
267500.0,2,1.0,1747,12250.0,2.5,0,0,4,6,1747,0,1620,10300,66,0,12.4969,7.4662,7.4662,0.0,9.4134,9.24,0.143,8,Low,Good,22.681626798685976,514.4561942348698
299800.0,4,2.5,2410,8670.0,2.0,0,0,3,8,2410,0,2517,5290,13,0,12.6109,7.7878,7.7878,0.0,9.0677,8.5738,0.278,2,Mid,Average,-30.318373201314024,919.2037535741564
430000.0,4,1.75,2070,9120.0,1.0,0,0,4,7,1250,820,1650,8400,57,0,12.9715,7.6358,7.1317,6.7105,9.1183,9.0361,0.227,4,Mid,Good,13.681626798685976,187.18691185852225
775000.0,5,2.0,1860,3500.0,1.5,0,0,3,7,1530,330,1910,3600,94,0,13.5606,7.5289,7.3337,5.8021,8.1608,8.189,0.531,3,Mid,Average,50.681626798685976,2568.6272949612844
333000.0,3,1.0,950,5214.0,1.0,0,0,3,7,830,120,1490,7636,71,0,12.7159,6.8575,6.7226,4.7958,8.5593,8.9408,0.182,1,Mid,Average,27.681626798685976,766.2724622217296
336000.0,3,2.0,1060,11765.0,1.0,0,0,4,6,1060,0,1500,9151,64,0,12.7249,6.967,6.967,0.0,9.373,9.1217,0.09,4,Low,Good,20.681626798685976,427.7296870401259
323000.0,2,1.0,880,1712.0,2.0,0,0,4,7,880,0,1360,1748,70,0,12.6854,6.7811,6.7811,0.0,7.446,7.4668,0.514,1,Mid,Good,26.681626798685976,711.9092086243576
575000.0,4,2.5,2550,56628.0,2.0,0,0,3,9,2550,0,1870,56628,13,0,13.2621,7.8442,7.8442,0.0,10.9443,10.9443,0.045,7,Mid,Average,-30.318373201314024,919.2037535741564
328000.0,2,2.25,1550,2079.0,2.0,0,0,3,8,1550,0,1420,1977,6,0,12.7008,7.3467,7.3467,0.0,7.6401,7.5898,0.746,12,Mid,Average,-37.318373201314024,1392.6609783925528
572500.0,3,1.0,1590,4600.0,1.5,0,0,4,7,1290,300,1770,4350,88,0,13.2578,7.3721,7.1632,5.7071,8.434,8.3782,0.346,12,Mid,Good,44.681626798685976,1996.4477733770527
600000.0,3,1.75,1650,5300.0,1.0,0,0,5,7,1040,610,1540,5100,106,0,13.3047,7.4091,6.9479,6.4151,8.5757,8.5372,0.311,5,Mid,Good,62.681626798685976,3928.9863381297478
412000.0,4,3.0,2430,7242.0,2.0,0,0,3,8,2430,0,2430,7242,12,0,12.9288,7.7961,7.7961,0.0,8.8878,8.8878,0.336,4,Mid,Average,-31.318373201314024,980.8404999767845
827500.0,3,2.5,1810,7200.0,1.0,0,0,5,7,1310,500,2050,7200,54,0,13.6262,7.5016,7.1785,6.2166,8.882,8.882,0.251,12,Mid,Good,10.681626798685976,114.09715106640641
300000.0,4,2.5,2890,17349.0,2.0,0,0,3,8,2890,0,2330,22356,21,0,12.6115,7.9694,7.9694,0.0,9.7613,10.0149,0.167,3,Mid,Average,-22.318373201314024,498.109782353132
415000.0,3,2.5,1280,5040.0,2.0,0,0,4,7,1280,0,1500,5040,29,0,12.936,7.1554,7.1554,0.0,8.5254,8.5254,0.254,11,Mid,Good,-14.318373201314024,205.01581113210761
750000.0,7,2.75,3410,4056.0,1.5,0,0,4,8,2130,1280,2510,4056,108,0,13.5278,8.1348,7.6643,7.1554,8.3082,8.3082,0.841,11,Mid,Good,64.68162679868598,4183.712845324492
800000.0,3,2.75,2220,4000.0,2.0,0,0,3,8,1700,520,1800,4000,100,1,13.5924,7.7057,7.439,6.2558,8.2943,8.2943,0.555,7,Mid,Average,56.681626798685976,3212.806816545516
420000.0,3,1.0,1060,6000.0,1.0,0,0,3,8,1060,0,1240,7874,61,0,12.948,6.967,6.967,0.0,8.6997,8.9714,0.177,3,Mid,Average,17.681626798685976,312.63992624801006
266000.0,3,1.5,1120,8250.0,1.0,0,0,4,7,1120,0,1320,8400,57,0,12.4913,7.022,7.022,0.0,9.0181,9.0361,0.136,10,Mid,Good,13.681626798685976,187.18691185852225
499000.0,4,2.5,2680,10590.0,2.0,0,0,3,8,2680,0,2330,5566,10,0,13.1204,7.8939,7.8939,0.0,9.2678,8.6246,0.253,10,Mid,Average,-33.318373201314024,1110.1139927820404
440000.0,4,1.5,1770,5750.0,2.0,0,0,3,7,1770,0,970,5750,67,0,12.9945,7.4793,7.4793,0.0,8.6571,8.6571,0.308,6,Mid,Average,23.681626798685976,560.8194478322417
495000.0,3,2.0,2950,10400.0,2.0,0,0,4,7,2310,640,2320,19844,96,0,13.1123,7.9899,7.7454,6.463,9.2497,9.8957,0.284,6,Mid,Good,52.681626798685976,2775.3538021560285
630000.0,2,1.75,1260,5300.0,1.0,0,0,4,7,840,420,1280,3000,64,0,13.3535,7.1397,6.7346,6.0426,8.5757,8.0067,0.238,3,Mid,Good,20.681626798685976,427.7296870401259
424000.0,3,1.75,1430,6818.0,1.0,0,0,5,7,1430,0,1480,7210,42,0,12.9575,7.2661,7.2661,0.0,8.8275,8.8834,0.21,8,Mid,Good,-1.3183732013140244,1.738107897942989
760000.0,4,2.5,2730,36183.0,2.0,0,0,3,9,2730,0,2710,5964,28,0,13.5411,7.9124,7.9124,0.0,10.4964,8.6937,0.075,6,Mid,Average,-15.318373201314024,234.65255753473568
650000.0,4,3.5,3270,15704.0,2.0,0,0,3,9,2110,1160,3020,8582,24,0,13.3847,8.0929,7.6549,7.057,9.6617,9.0575,0.208,8,Mid,Average,-19.318373201314024,373.19954314524784
248500.0,4,1.75,1720,10018.0,1.0,0,0,5,7,1720,0,1220,10018,54,0,12.4232,7.4507,7.4507,0.0,9.2122,9.2122,0.172,5,Mid,Good,10.681626798685976,114.09715106640641
379600.0,2,1.75,1270,7663.0,1.0,0,0,4,7,1270,0,1560,9910,53,0,12.8469,7.1476,7.1476,0.0,8.9443,9.2014,0.166,4,Mid,Good,9.681626798685976,93.73389746903446
538000.0,4,2.5,3260,10032.0,1.0,0,0,3,8,1960,1300,1802,7249,36,0,13.1956,8.0898,7.5812,7.1709,9.2136,8.8888,0.325,7,Mid,Average,-7.318373201314024,53.55858631371128
530000.0,4,2.5,2050,6360.0,2.0,0,0,3,8,2050,0,2070,7541,26,0,13.1806,7.6261,7.6261,0.0,8.7579,8.9282,0.322,6,Mid,Average,-17.318373201314024,299.9260503399918
545000.0,4,2.25,2050,9720.0,2.0,0,0,3,8,2050,0,2310,9680,48,0,13.2085,7.6261,7.6261,0.0,9.182,9.1779,0.211,1,Mid,Average,4.681626798685976,21.917629482174696
925000.0,4,3.0,3580,35261.0,1.5,0,0,3,10,3580,0,3540,36750,29,0,13.7376,8.1834,8.1834,0.0,10.4706,10.5119,0.102,6,High,Average,-14.318373201314024,205.01581113210761
565000.0,4,2.75,1960,48787.0,1.5,0,0,4,9,1960,0,1970,36425,31,0,13.2446,7.5812,7.5812,0.0,10.7952,10.503,0.04,12,Mid,Good,-12.318373201314024,151.74231832685152
405100.0,2,1.0,840,3522.0,1.0,0,0,3,6,840,0,1390,4800,67,0,12.9119,6.7346,6.7346,0.0,8.1671,8.4766,0.239,5,Low,Average,23.681626798685976,560.8194478322417
502000.0,3,1.75,1300,8800.0,1.0,0,0,4,8,1300,0,1350,8800,51,0,13.1264,7.1709,7.1709,0.0,9.0826,9.0826,0.148,6,Mid,Good,7.681626798685976,59.00739027429055
425000.0,3,2.25,1260,3000.0,2.0,0,0,3,7,1260,0,1630,3042,11,0,12.9598,7.1397,7.1397,0.0,8.0067,8.0206,0.42,11,Mid,Average,-32.318373201314024,1044.4772463794125
233500.0,3,2.25,1650,2958.0,2.0,0,0,3,7,1650,0,1510,3788,29,0,12.3609,7.4091,7.4091,0.0,7.9926,8.2399,0.558,6,Mid,Average,-14.318373201314024,205.01581113210761
287000.0,3,2.5,1710,10341.0,2.0,0,2,3,7,1710,0,1830,9358,29,0,12.5672,7.4448,7.4448,0.0,9.244,9.1441,0.165,3,Mid,Average,-14.318373201314024,205.01581113210761
